,photo_name,value,location,num_coords,img_size,width,height,pixel_coords
10,id_924_value_625_593.jpg,625.593,"[{'x': 0.2895, 'y': 0.32401}, {'x': 0.68634, 'y': 0.31644}, {'x': 0.68686, 'y': 0.33295}, {'x': 0.71059, 'y': 0.33226}, {'x': 0.71472, 'y': 0.20638}, {'x': 0.69305, 'y': 0.20707}, {'x': 0.69202, 'y': 0.22839}, {'x': 0.28383, 'y': 0.23321}]",8,"(1333, 1000)",1333,1000,"[{'x': 385, 'y': 324}, {'x': 914, 'y': 316}, {'x': 915, 'y': 332}, {'x': 947, 'y': 332}, {'x': 952, 'y': 206}, {'x': 923, 'y': 207}, {'x': 922, 'y': 228}, {'x': 378, 'y': 233}]"
11,id_672_value_350_806.jpg,350.806,"[{'x': 0.36175, 'y': 0.59318}, {'x': 0.35917, 'y': 0.6288}, {'x': 0.59294, 'y': 0.63693}, {'x': 0.59448, 'y': 0.60093}]",4,"(1000, 1333)",1000,1333,"[{'x': 361, 'y': 790}, {'x': 359, 'y': 838}, {'x': 592, 'y': 849}, {'x': 594, 'y': 801}]"
12,id_2_value_495_341.jpg,495.341,"[{'x': 0.26521, 'y': 0.5183}, {'x': 0.81616, 'y': 0.51579}, {'x': 0.81973, 'y': 0.57957}, {'x': 0.27057, 'y': 0.58409}]",4,"(1000, 1778)",1000,1778,"[{'x': 265, 'y': 921}, {'x': 816, 'y': 917}, {'x': 819, 'y': 1030}, {'x': 270, 'y': 1038}]"
13,id_953_value_66_584.jpg,66.584,"[{'x': 0.32057, 'y': 0.48232}, {'x': 0.64918, 'y': 0.54395}, {'x': 0.63489, 'y': 0.5895}, {'x': 0.60632, 'y': 0.58347}, {'x': 0.60721, 'y': 0.57678}, {'x': 0.30807, 'y': 0.5205}]",6,"(1000, 1333)",1000,1333,"[{'x': 320, 'y': 642}, {'x': 649, 'y': 725}, {'x': 634, 'y': 785}, {'x': 606, 'y': 777}, {'x': 607, 'y': 768}, {'x': 308, 'y': 693}]"
14,id_569_value_384_176.jpg,384.176,"[{'x': 0.3601, 'y': 0.58567}, {'x': 0.64645, 'y': 0.59604}, {'x': 0.64702, 'y': 0.64532}, {'x': 0.35952, 'y': 0.63538}]",4,"(1000, 1333)",1000,1333,"[{'x': 360, 'y': 780}, {'x': 646, 'y': 794}, {'x': 647, 'y': 860}, {'x': 359, 'y': 846}]"
15,id_112_value_365_387.jpg,365.387,"[{'x': 0.73312, 'y': 0.36412}, {'x': 0.684, 'y': 0.36512}, {'x': 0.684, 'y': 0.35608}, {'x': 0.21967, 'y': 0.36562}, {'x': 0.21163, 'y': 0.32494}, {'x': 0.73312, 'y': 0.3159}]",6,"(1000, 1778)",1000,1778,"[{'x': 733, 'y': 647}, {'x': 684, 'y': 649}, {'x': 684, 'y': 633}, {'x': 219, 'y': 650}, {'x': 211, 'y': 577}, {'x': 733, 'y': 561}]"
16,id_988_value_108_494.jpg,108.494,"[{'x': 0.5172, 'y': 0.37571}, {'x': 0.80428, 'y': 0.3269}, {'x': 0.80312, 'y': 0.31528}, {'x': 0.84263, 'y': 0.30909}, {'x': 0.8438, 'y': 0.39197}, {'x': 0.80428, 'y': 0.3974}, {'x': 0.80312, 'y': 0.3881}, {'x': 0.52243, 'y': 0.4338}]",8,"(1333, 1000)",1333,1000,"[{'x': 689, 'y': 375}, {'x': 1072, 'y': 326}, {'x': 1070, 'y': 315}, {'x': 1123, 'y': 309}, {'x': 1124, 'y': 391}, {'x': 1072, 'y': 397}, {'x': 1070, 'y': 388}, {'x': 696, 'y': 433}]"
17,id_1150_value_58_169.jpg,58.169,"[{'x': 0.21726, 'y': 0.36473}, {'x': 0.74775, 'y': 0.34925}, {'x': 0.7493, 'y': 0.38138}, {'x': 0.77768, 'y': 0.38099}, {'x': 0.78439, 'y': 0.24511}, {'x': 0.75291, 'y': 0.24511}, {'x': 0.75188, 'y': 0.28266}, {'x': 0.20694, 'y': 0.29814}]",8,"(1000, 1333)",1000,1333,"[{'x': 217, 'y': 486}, {'x': 747, 'y': 465}, {'x': 749, 'y': 508}, {'x': 777, 'y': 507}, {'x': 784, 'y': 326}, {'x': 752, 'y': 326}, {'x': 751, 'y': 376}, {'x': 206, 'y': 397}]"
18,id_261_value_80_19.jpg,80.19,"[{'x': 0.16927, 'y': 0.40648}, {'x': 0.83178, 'y': 0.39676}, {'x': 0.83583, 'y': 0.32445}, {'x': 0.16279, 'y': 0.33357}]",4,"(1000, 1333)",1000,1333,"[{'x': 169, 'y': 541}, {'x': 831, 'y': 528}, {'x': 835, 'y': 432}, {'x': 162, 'y': 444}]"
19,id_502_value_35_581.jpg,35.581,"[{'x': 0.13895, 'y': 0.41855}, {'x': 0.61494, 'y': 0.3945}, {'x': 0.62206, 'y': 0.45758}, {'x': 0.58002, 'y': 0.46185}, {'x': 0.57574, 'y': 0.45116}, {'x': 0.14465, 'y': 0.47201}]",6,"(1000, 1333)",1000,1333,"[{'x': 138, 'y': 557}, {'x': 614, 'y': 525}, {'x': 622, 'y': 609}, {'x': 580, 'y': 615}, {'x': 575, 'y': 601}, {'x': 144, 'y': 629}]"
20,id_1090_value_309_531.jpg,309.531,"[{'x': 0.47012, 'y': 0.4774}, {'x': 0.69666, 'y': 0.51455}, {'x': 0.69614, 'y': 0.52211}, {'x': 0.71782, 'y': 0.52418}, {'x': 0.72401, 'y': 0.47534}, {'x': 0.47322, 'y': 0.43544}]",6,"(1333, 1000)",1333,1000,"[{'x': 626, 'y': 477}, {'x': 928, 'y': 514}, {'x': 927, 'y': 522}, {'x': 956, 'y': 524}, {'x': 965, 'y': 475}, {'x': 630, 'y': 435}]"
21,id_1019_value_1070_401.jpg,1070.401,"[{'x': 0.30711, 'y': 0.45437}, {'x': 0.31566, 'y': 0.50034}, {'x': 0.69332, 'y': 0.48377}, {'x': 0.69403, 'y': 0.49072}, {'x': 0.7432, 'y': 0.48965}, {'x': 0.7432, 'y': 0.42764}, {'x': 0.69118, 'y': 0.43031}, {'x': 0.69118, 'y': 0.43726}]",8,"(1000, 1333)",1000,1333,"[{'x': 307, 'y': 605}, {'x': 315, 'y': 666}, {'x': 693, 'y': 644}, {'x': 694, 'y': 654}, {'x': 743, 'y': 652}, {'x': 743, 'y': 570}, {'x': 691, 'y': 573}, {'x': 691, 'y': 582}]"
22,id_794_value_1078_458.jpg,1078.458,"[{'x': 0.35984, 'y': 0.51103}, {'x': 0.61351, 'y': 0.53241}, {'x': 0.61208, 'y': 0.56449}, {'x': 0.59213, 'y': 0.56288}, {'x': 0.58928, 'y': 0.55807}, {'x': 0.35984, 'y': 0.53669}]",6,"(1000, 1333)",1000,1333,"[{'x': 359, 'y': 681}, {'x': 613, 'y': 709}, {'x': 612, 'y': 752}, {'x': 592, 'y': 750}, {'x': 589, 'y': 743}, {'x': 359, 'y': 715}]"
23,id_807_value_149_848.jpg,149.848,"[{'x': 0.16937, 'y': 0.32359}, {'x': 0.72728, 'y': 0.31207}, {'x': 0.72821, 'y': 0.3763}, {'x': 0.68447, 'y': 0.37769}, {'x': 0.684, 'y': 0.36862}, {'x': 0.17775, 'y': 0.38642}]",6,"(1000, 1333)",1000,1333,"[{'x': 169, 'y': 431}, {'x': 727, 'y': 415}, {'x': 728, 'y': 501}, {'x': 684, 'y': 503}, {'x': 684, 'y': 491}, {'x': 177, 'y': 515}]"
24,id_12_value_414_676.jpg,414.676,"[{'x': 0.25046, 'y': 0.34192}, {'x': 0.7334, 'y': 0.30746}, {'x': 0.74219, 'y': 0.37668}, {'x': 0.70384, 'y': 0.37968}, {'x': 0.70144, 'y': 0.36499}, {'x': 0.25285, 'y': 0.39466}]",6,"(1000, 1333)",1000,1333,"[{'x': 250, 'y': 455}, {'x': 733, 'y': 409}, {'x': 742, 'y': 502}, {'x': 703, 'y': 506}, {'x': 701, 'y': 486}, {'x': 252, 'y': 526}]"
25,id_505_value_233_856.jpg,233.856,"[{'x': 0.3797, 'y': 0.35628}, {'x': 0.75573, 'y': 0.2418}, {'x': 0.78198, 'y': 0.29354}, {'x': 0.75145, 'y': 0.30179}, {'x': 0.74657, 'y': 0.29354}, {'x': 0.39862, 'y': 0.39704}]",6,"(1000, 1333)",1000,1333,"[{'x': 379, 'y': 474}, {'x': 755, 'y': 322}, {'x': 781, 'y': 391}, {'x': 751, 'y': 402}, {'x': 746, 'y': 391}, {'x': 398, 'y': 529}]"
26,id_1155_value_393_308.jpg,393.308,"[{'x': 0.21663, 'y': 0.36423}, {'x': 0.80374, 'y': 0.42677}, {'x': 0.77896, 'y': 0.49838}, {'x': 0.72711, 'y': 0.49126}, {'x': 0.73114, 'y': 0.47473}, {'x': 0.20972, 'y': 0.41413}]",6,"(1000, 1778)",1000,1778,"[{'x': 216, 'y': 647}, {'x': 803, 'y': 758}, {'x': 778, 'y': 886}, {'x': 727, 'y': 873}, {'x': 731, 'y': 844}, {'x': 209, 'y': 736}]"
27,id_880_value_462_079.jpg,462.079,"[{'x': 0.70762, 'y': 0.32203}, {'x': 0.75817, 'y': 0.34325}, {'x': 0.69078, 'y': 0.75764}, {'x': 0.64023, 'y': 0.74017}]",4,"(1778, 1000)",1778,1000,"[{'x': 1258, 'y': 322}, {'x': 1348, 'y': 343}, {'x': 1228, 'y': 757}, {'x': 1138, 'y': 740}]"
28,id_1193_value_147_365.jpg,147.365,"[{'x': 0.26676, 'y': 0.51694}, {'x': 0.70982, 'y': 0.51046}, {'x': 0.71155, 'y': 0.58869}, {'x': 0.27195, 'y': 0.59604}]",4,"(1000, 1333)",1000,1333,"[{'x': 266, 'y': 689}, {'x': 709, 'y': 680}, {'x': 711, 'y': 784}, {'x': 271, 'y': 794}]"
29,id_842_value_401_992.jpg,401.992,"[{'x': 0.18841, 'y': 0.43878}, {'x': 0.72597, 'y': 0.54663}, {'x': 0.69561, 'y': 0.64109}, {'x': 0.1527, 'y': 0.53457}]",4,"(1000, 1333)",1000,1333,"[{'x': 188, 'y': 584}, {'x': 725, 'y': 728}, {'x': 695, 'y': 854}, {'x': 152, 'y': 712}]"
30,id_179_value_31_632.jpg,31.632,"[{'x': 0.35012, 'y': 0.44789}, {'x': 0.39652, 'y': 0.44405}, {'x': 0.3987, 'y': 0.4493}, {'x': 0.7588, 'y': 0.41699}, {'x': 0.76903, 'y': 0.44748}, {'x': 0.40935, 'y': 0.47859}, {'x': 0.41058, 'y': 0.48101}, {'x': 0.36546, 'y': 0.48505}]",8,"(1000, 2110)",1000,2110,"[{'x': 350, 'y': 945}, {'x': 396, 'y': 936}, {'x': 398, 'y': 948}, {'x': 758, 'y': 879}, {'x': 769, 'y': 944}, {'x': 409, 'y': 1009}, {'x': 410, 'y': 1014}, {'x': 365, 'y': 1023}]"
31,id_613_value_1198_466.jpg,1198.466,"[{'x': 0.22136, 'y': 0.42126}, {'x': 0.6356, 'y': 0.41332}, {'x': 0.6356, 'y': 0.42431}, {'x': 0.65676, 'y': 0.42431}, {'x': 0.65838, 'y': 0.3541}, {'x': 0.63478, 'y': 0.3541}, {'x': 0.63478, 'y': 0.36509}, {'x': 0.21811, 'y': 0.37181}]",8,"(1000, 1333)",1000,1333,"[{'x': 221, 'y': 561}, {'x': 635, 'y': 550}, {'x': 635, 'y': 565}, {'x': 656, 'y': 565}, {'x': 658, 'y': 472}, {'x': 634, 'y': 472}, {'x': 634, 'y': 486}, {'x': 218, 'y': 495}]"
32,id_551_value_569_424.jpg,569.424,"[{'x': 0.27889, 'y': 0.46148}, {'x': 0.59418, 'y': 0.46823}, {'x': 0.59087, 'y': 0.50756}, {'x': 0.27847, 'y': 0.50058}]",4,"(1000, 1778)",1000,1778,"[{'x': 278, 'y': 820}, {'x': 594, 'y': 832}, {'x': 590, 'y': 902}, {'x': 278, 'y': 890}]"
33,id_933_value_121_779.jpg,121.779,"[{'x': 0.17573, 'y': 0.42229}, {'x': 0.70176, 'y': 0.43569}, {'x': 0.696, 'y': 0.50268}, {'x': 0.65278, 'y': 0.50052}, {'x': 0.65278, 'y': 0.49058}, {'x': 0.17688, 'y': 0.47718}]",6,"(1000, 1333)",1000,1333,"[{'x': 175, 'y': 562}, {'x': 701, 'y': 580}, {'x': 696, 'y': 670}, {'x': 652, 'y': 667}, {'x': 652, 'y': 653}, {'x': 176, 'y': 636}]"
34,id_778_value_263_156.jpg,263.156,"[{'x': 0.22873, 'y': 0.37604}, {'x': 0.71271, 'y': 0.38425}, {'x': 0.70925, 'y': 0.45816}, {'x': 0.66949, 'y': 0.4573}, {'x': 0.66834, 'y': 0.4413}, {'x': 0.22412, 'y': 0.4292}]",6,"(1000, 1333)",1000,1333,"[{'x': 228, 'y': 501}, {'x': 712, 'y': 512}, {'x': 709, 'y': 610}, {'x': 669, 'y': 609}, {'x': 668, 'y': 588}, {'x': 224, 'y': 572}]"
35,id_363_value_370_127.jpg,370.127,"[{'x': 0.38909, 'y': 0.43047}, {'x': 0.7182, 'y': 0.43206}, {'x': 0.71661, 'y': 0.47666}, {'x': 0.68954, 'y': 0.47627}, {'x': 0.68901, 'y': 0.4675}, {'x': 0.39068, 'y': 0.46512}]",6,"(1000, 1333)",1000,1333,"[{'x': 389, 'y': 573}, {'x': 718, 'y': 575}, {'x': 716, 'y': 635}, {'x': 689, 'y': 634}, {'x': 689, 'y': 623}, {'x': 390, 'y': 620}]"
36,id_667_value_957_742.jpg,957.742,"[{'x': 0.27402, 'y': 0.5737}, {'x': 0.60945, 'y': 0.56208}, {'x': 0.61048, 'y': 0.57602}, {'x': 0.64299, 'y': 0.57525}, {'x': 0.63783, 'y': 0.51795}, {'x': 0.27144, 'y': 0.53227}]",6,"(1000, 1333)",1000,1333,"[{'x': 274, 'y': 764}, {'x': 609, 'y': 749}, {'x': 610, 'y': 767}, {'x': 642, 'y': 766}, {'x': 637, 'y': 690}, {'x': 271, 'y': 709}]"
37,id_718_value_142_967.jpg,142.967,"[{'x': 0.41077, 'y': 0.70029}, {'x': 0.58674, 'y': 0.6561}, {'x': 0.579, 'y': 0.60156}, {'x': 0.40458, 'y': 0.64782}]",4,"(1338, 1000)",1338,1000,"[{'x': 549, 'y': 700}, {'x': 785, 'y': 656}, {'x': 774, 'y': 601}, {'x': 541, 'y': 647}]"
38,id_308_value_70_94.jpg,70.94,"[{'x': 0.2776, 'y': 0.3799}, {'x': 0.50641, 'y': 0.59194}, {'x': 0.44752, 'y': 0.62728}, {'x': 0.20301, 'y': 0.41272}]",4,"(1000, 1333)",1000,1333,"[{'x': 277, 'y': 506}, {'x': 506, 'y': 789}, {'x': 447, 'y': 836}, {'x': 203, 'y': 550}]"
39,id_695_value_93_701.jpg,93.701,"[{'x': 0.48873, 'y': 0.45085}, {'x': 0.44979, 'y': 0.44852}, {'x': 0.44398, 'y': 0.43768}, {'x': 0.13889, 'y': 0.42683}, {'x': 0.13424, 'y': 0.35866}, {'x': 0.44689, 'y': 0.37571}, {'x': 0.45153, 'y': 0.37106}, {'x': 0.49105, 'y': 0.37261}]",8,"(1333, 1000)",1333,1000,"[{'x': 651, 'y': 450}, {'x': 599, 'y': 448}, {'x': 591, 'y': 437}, {'x': 185, 'y': 426}, {'x': 178, 'y': 358}, {'x': 595, 'y': 375}, {'x': 601, 'y': 371}, {'x': 654, 'y': 372}]"
40,id_919_value_315_892.jpg,315.892,"[{'x': 0.41656, 'y': 0.29132}, {'x': 0.74209, 'y': 0.28657}, {'x': 0.73863, 'y': 0.33671}, {'x': 0.71098, 'y': 0.33671}, {'x': 0.71098, 'y': 0.32417}, {'x': 0.41771, 'y': 0.3272}]",6,"(1000, 1333)",1000,1333,"[{'x': 416, 'y': 388}, {'x': 742, 'y': 381}, {'x': 738, 'y': 448}, {'x': 710, 'y': 448}, {'x': 710, 'y': 432}, {'x': 417, 'y': 436}]"
41,id_496_value_173_242.jpg,173.242,"[{'x': 0.47466, 'y': 0.62075}, {'x': 0.44877, 'y': 0.1771}, {'x': 0.50952, 'y': 0.17077}, {'x': 0.51216, 'y': 0.2095}, {'x': 0.5016, 'y': 0.21091}, {'x': 0.53012, 'y': 0.61441}]",6,"(1333, 1000)",1333,1000,"[{'x': 632, 'y': 620}, {'x': 598, 'y': 177}, {'x': 679, 'y': 170}, {'x': 682, 'y': 209}, {'x': 668, 'y': 210}, {'x': 706, 'y': 614}]"
42,id_15_value_1271_072.jpg,1271.072,"[{'x': 0.26076, 'y': 0.35507}, {'x': 0.72335, 'y': 0.33782}, {'x': 0.72658, 'y': 0.39276}, {'x': 0.68621, 'y': 0.39412}, {'x': 0.68217, 'y': 0.38458}, {'x': 0.26964, 'y': 0.39548}]",6,"(1000, 1778)",1000,1778,"[{'x': 260, 'y': 631}, {'x': 723, 'y': 600}, {'x': 726, 'y': 698}, {'x': 686, 'y': 700}, {'x': 682, 'y': 683}, {'x': 269, 'y': 703}]"
43,id_737_value_119_002.jpg,119.002,"[{'x': 0.25296, 'y': 0.41952}, {'x': 0.24939, 'y': 0.47511}, {'x': 0.59783, 'y': 0.48847}, {'x': 0.60282, 'y': 0.43288}]",4,"(1000, 1333)",1000,1333,"[{'x': 252, 'y': 559}, {'x': 249, 'y': 633}, {'x': 597, 'y': 651}, {'x': 602, 'y': 577}]"
44,id_303_value_18_245.jpg,18.245,"[{'x': 0.32564, 'y': 0.37098}, {'x': 0.70329, 'y': 0.54631}, {'x': 0.65626, 'y': 0.59549}, {'x': 0.62277, 'y': 0.58266}, {'x': 0.63061, 'y': 0.57197}, {'x': 0.28645, 'y': 0.42016}]",6,"(1000, 1333)",1000,1333,"[{'x': 325, 'y': 494}, {'x': 703, 'y': 728}, {'x': 656, 'y': 793}, {'x': 622, 'y': 776}, {'x': 630, 'y': 762}, {'x': 286, 'y': 560}]"
45,id_918_value_472_037.jpg,472.037,"[{'x': 0.28447, 'y': 0.33888}, {'x': 0.75451, 'y': 0.33155}, {'x': 0.75451, 'y': 0.40941}, {'x': 0.70811, 'y': 0.40895}, {'x': 0.7075, 'y': 0.39109}, {'x': 0.2863, 'y': 0.39567}]",6,"(1000, 1333)",1000,1333,"[{'x': 284, 'y': 451}, {'x': 754, 'y': 441}, {'x': 754, 'y': 545}, {'x': 708, 'y': 545}, {'x': 707, 'y': 521}, {'x': 286, 'y': 527}]"
46,id_740_value_274_508.jpg,274.508,"[{'x': 0.35146, 'y': 0.46773}, {'x': 0.60784, 'y': 0.38708}, {'x': 0.61937, 'y': 0.44852}, {'x': 0.59747, 'y': 0.45544}, {'x': 0.59517, 'y': 0.44238}, {'x': 0.3624, 'y': 0.51688}]",6,"(1333, 1000)",1333,1000,"[{'x': 468, 'y': 467}, {'x': 810, 'y': 387}, {'x': 825, 'y': 448}, {'x': 796, 'y': 455}, {'x': 793, 'y': 442}, {'x': 483, 'y': 516}]"
47,id_435_value_2_403.jpg,2.403,"[{'x': 0.30191, 'y': 0.40846}, {'x': 0.51393, 'y': 0.44692}, {'x': 0.50183, 'y': 0.48064}, {'x': 0.29154, 'y': 0.44476}]",4,"(1000, 1333)",1000,1333,"[{'x': 301, 'y': 544}, {'x': 513, 'y': 595}, {'x': 501, 'y': 640}, {'x': 291, 'y': 592}]"
48,id_364_value_148_019.jpg,148.019,"[{'x': 0.26109, 'y': 0.14496}, {'x': 0.81142, 'y': 0.21977}, {'x': 0.81638, 'y': 0.20177}, {'x': 0.85486, 'y': 0.20797}, {'x': 0.83707, 'y': 0.30855}, {'x': 0.79445, 'y': 0.3042}, {'x': 0.79776, 'y': 0.28558}, {'x': 0.24702, 'y': 0.21387}]",8,"(1000, 1333)",1000,1333,"[{'x': 261, 'y': 193}, {'x': 811, 'y': 292}, {'x': 816, 'y': 268}, {'x': 854, 'y': 277}, {'x': 837, 'y': 411}, {'x': 794, 'y': 405}, {'x': 797, 'y': 380}, {'x': 247, 'y': 285}]"
49,id_913_value_222_914.jpg,222.914,"[{'x': 0.41644, 'y': 0.39091}, {'x': 0.66937, 'y': 0.41269}, {'x': 0.66937, 'y': 0.42575}, {'x': 0.68957, 'y': 0.43011}, {'x': 0.69386, 'y': 0.33646}, {'x': 0.41766, 'y': 0.30489}]",6,"(1778, 1000)",1778,1000,"[{'x': 740, 'y': 390}, {'x': 1190, 'y': 412}, {'x': 1190, 'y': 425}, {'x': 1226, 'y': 430}, {'x': 1233, 'y': 336}, {'x': 742, 'y': 304}]"
50,id_721_value_134_634.jpg,134.634,"[{'x': 0.38314, 'y': 0.65973}, {'x': 0.66834, 'y': 0.6605}, {'x': 0.66834, 'y': 0.74652}, {'x': 0.38314, 'y': 0.74652}]",4,"(1333, 1000)",1333,1000,"[{'x': 510, 'y': 659}, {'x': 890, 'y': 660}, {'x': 890, 'y': 746}, {'x': 510, 'y': 746}]"
51,id_601_value_68_014.jpg,68.014,"[{'x': 0.54335, 'y': 0.46952}, {'x': 0.5451, 'y': 0.46516}, {'x': 0.58403, 'y': 0.46909}, {'x': 0.57415, 'y': 0.52184}, {'x': 0.53464, 'y': 0.51879}, {'x': 0.53638, 'y': 0.5092}, {'x': 0.20804, 'y': 0.4704}, {'x': 0.20979, 'y': 0.42898}]",8,"(1000, 1333)",1000,1333,"[{'x': 543, 'y': 625}, {'x': 545, 'y': 620}, {'x': 584, 'y': 625}, {'x': 574, 'y': 695}, {'x': 534, 'y': 691}, {'x': 536, 'y': 678}, {'x': 208, 'y': 627}, {'x': 209, 'y': 571}]"
52,id_59_value_58_235.jpg,58.235,"[{'x': 0.2644, 'y': 0.44668}, {'x': 0.72287, 'y': 0.46127}, {'x': 0.71501, 'y': 0.52863}, {'x': 0.67694, 'y': 0.52801}, {'x': 0.67818, 'y': 0.51466}, {'x': 0.26109, 'y': 0.50162}]",6,"(1000, 1333)",1000,1333,"[{'x': 264, 'y': 595}, {'x': 722, 'y': 614}, {'x': 715, 'y': 704}, {'x': 676, 'y': 703}, {'x': 678, 'y': 686}, {'x': 261, 'y': 668}]"
53,id_171_value_602_542.jpg,602.542,"[{'x': 0.23663, 'y': 0.47629}, {'x': 0.62864, 'y': 0.46691}, {'x': 0.62775, 'y': 0.46021}, {'x': 0.64739, 'y': 0.46021}, {'x': 0.65007, 'y': 0.51783}, {'x': 0.63043, 'y': 0.5185}, {'x': 0.63043, 'y': 0.51113}, {'x': 0.2411, 'y': 0.52385}]",8,"(1000, 1333)",1000,1333,"[{'x': 236, 'y': 634}, {'x': 628, 'y': 622}, {'x': 627, 'y': 613}, {'x': 647, 'y': 613}, {'x': 650, 'y': 690}, {'x': 630, 'y': 691}, {'x': 630, 'y': 681}, {'x': 241, 'y': 698}]"
